id,owner_type,owner_id,effect_type,target,key,op,value,chance,notes
fx_dialogue_choice_dch_dlg_rival_hijack_ok_flag_ending_route_a_ready_set_1,dialogue_choice,dch_dlg_rival_hijack_ok,flag,,ending_route_a_ready,set,1,1,
fx_dialogue_choice_dch_dlg_rival_hijack_delay_stat_intel_add_2,dialogue_choice,dch_dlg_rival_hijack_delay,stat,,intel,add,2,1,
fx_dialogue_choice_dch_dlg_rival_hijack_delay_stat_suspicion_add_-1,dialogue_choice,dch_dlg_rival_hijack_delay,stat,,suspicion,add,-1,1,
fx_dialogue_choice_dch_dlg_ex_rumor_fake_bold_stat_stock_price_add_-1,dialogue_choice,dch_dlg_ex_rumor_fake_bold,stat,,stock_price,add,-1,1,
fx_dialogue_choice_dch_dlg_ex_rumor_fake_bold_stat_suspicion_add_2,dialogue_choice,dch_dlg_ex_rumor_fake_bold,stat,,suspicion,add,2,1,
fx_dialogue_choice_dch_dlg_ex_leverage_hesitate_stat_intel_add_1,dialogue_choice,dch_dlg_ex_leverage_hesitate,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_ex_leverage_hesitate_stat_suspicion_add_-1,dialogue_choice,dch_dlg_ex_leverage_hesitate,stat,,suspicion,add,-1,1,
fx_dialogue_choice_dch_dlg_boss_flatter_humble_stat_trust_add_4,dialogue_choice,dch_dlg_boss_flatter_humble,stat,,trust,add,4,1,
fx_dialogue_choice_dch_dlg_boss_flatter_humble_relation_zhou_hongye_player_trust_add_3,dialogue_choice,dch_dlg_boss_flatter_humble,relation,,zhou_hongye:player:trust,add,3,1,
fx_dialogue_choice_dch_dlg_boss_flatter_humble_relation_zhou_hongye_player_favor_add_2,dialogue_choice,dch_dlg_boss_flatter_humble,relation,,zhou_hongye:player:favor,add,2,1,
fx_dialogue_choice_dch_dlg_boss_flatter_humble_stat_intel_add_1,dialogue_choice,dch_dlg_boss_flatter_humble,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_boss_task_askpay_stat_money_add_18,dialogue_choice,dch_dlg_boss_task_askpay,stat,,money,add,18,1,
fx_dialogue_choice_dch_dlg_boss_task_askpay_stat_trust_add_2,dialogue_choice,dch_dlg_boss_task_askpay,stat,,trust,add,2,1,
fx_dialogue_choice_dch_dlg_boss_task_askpay_relation_zhou_hongye_player_favor_add_1,dialogue_choice,dch_dlg_boss_task_askpay,relation,,zhou_hongye:player:favor,add,1,1,
fx_dialogue_choice_dch_dlg_boss_task_askpay_relation_zhou_hongye_player_trust_add_1,dialogue_choice,dch_dlg_boss_task_askpay,relation,,zhou_hongye:player:trust,add,1,1,
fx_dialogue_choice_dch_dlg_boss_task_askpay_stat_suspicion_add_1,dialogue_choice,dch_dlg_boss_task_askpay,stat,,suspicion,add,1,1,
fx_dialogue_choice_dch_dlg_chen_sell_hold_stat_money_add_25,dialogue_choice,dch_dlg_chen_sell_hold,stat,,money,add,25,1,
fx_dialogue_choice_dch_dlg_chen_sell_hold_stat_intel_add_-8,dialogue_choice,dch_dlg_chen_sell_hold,stat,,intel,add,-8,1,
fx_dialogue_choice_dch_dlg_chen_sell_hold_relation_chen_manager_player_favor_add_6,dialogue_choice,dch_dlg_chen_sell_hold,relation,,chen_manager:player:favor,add,6,1,
fx_dialogue_choice_dch_dlg_chen_sell_hold_relation_chen_manager_player_trust_add_3,dialogue_choice,dch_dlg_chen_sell_hold,relation,,chen_manager:player:trust,add,3,1,
fx_dialogue_choice_dch_dlg_chen_sell_hold_stat_suspicion_add_3,dialogue_choice,dch_dlg_chen_sell_hold,stat,,suspicion,add,3,1,
fx_dialogue_choice_dch_dlg_chen_sell_hold_flag_flag_sold_intel_set_1,dialogue_choice,dch_dlg_chen_sell_hold,flag,,flag_sold_intel,set,1,1,
fx_dialogue_choice_dch_dlg_broker_listen_stat_intel_add_2,dialogue_choice,dch_dlg_broker_listen,stat,,intel,add,2,1,
fx_dialogue_choice_dch_dlg_broker_listen_stat_network_elite_add_1,dialogue_choice,dch_dlg_broker_listen,stat,,network_elite,add,1,1,
fx_dialogue_choice_dch_dlg_broker_listen_stat_suspicion_add_1,dialogue_choice,dch_dlg_broker_listen,stat,,suspicion,add,1,1,
fx_dialogue_choice_dch_dlg_white_knight_hesitate_stat_network_elite_add_2,dialogue_choice,dch_dlg_white_knight_hesitate,stat,,network_elite,add,2,1,
fx_dialogue_choice_dch_dlg_white_knight_hesitate_stat_intel_add_2,dialogue_choice,dch_dlg_white_knight_hesitate,stat,,intel,add,2,1,
fx_dialogue_choice_dch_dlg_white_knight_hesitate_stat_suspicion_add_1,dialogue_choice,dch_dlg_white_knight_hesitate,stat,,suspicion,add,1,1,
fx_dialogue_choice_dch_dlg_contact_corner_wary_stat_intel_add_4,dialogue_choice,dch_dlg_contact_corner_wary,stat,,intel,add,4,1,
fx_dialogue_choice_dch_dlg_contact_corner_wary_stat_network_elite_add_1,dialogue_choice,dch_dlg_contact_corner_wary,stat,,network_elite,add,1,1,
fx_dialogue_choice_dch_dlg_contact_corner_wary_stat_suspicion_add_2,dialogue_choice,dch_dlg_contact_corner_wary,stat,,suspicion,add,2,1,
fx_dialogue_choice_dch_dlg_son_rumor_soft_stat_intel_add_-3,dialogue_choice,dch_dlg_son_rumor_soft,stat,,intel,add,-3,1,
fx_dialogue_choice_dch_dlg_son_rumor_soft_stat_father_son_tension_add_4,dialogue_choice,dch_dlg_son_rumor_soft,stat,,father_son_tension,add,4,1,
fx_dialogue_choice_dch_dlg_son_rumor_soft_stat_suspicion_add_1,dialogue_choice,dch_dlg_son_rumor_soft,stat,,suspicion,add,1,1,
fx_dialogue_choice_dch_dlg_son_rumor_soft_relation_zhou_hongye_zhou_shaoting_father_son_trust_add_-3,dialogue_choice,dch_dlg_son_rumor_soft,relation,,zhou_hongye:zhou_shaoting:father_son_trust,add,-3,1,
fx_dialogue_choice_dch_dlg_chen_hire_delay_flag_can_join_tongyang_set_1,dialogue_choice,dch_dlg_chen_hire_delay,flag,,can_join_tongyang,set,1,1,
fx_dialogue_choice_dch_dlg_chen_hire_delay_relation_chen_manager_player_favor_add_4,dialogue_choice,dch_dlg_chen_hire_delay,relation,,chen_manager:player:favor,add,4,1,
fx_dialogue_choice_dch_dlg_chen_hire_delay_stat_suspicion_add_2,dialogue_choice,dch_dlg_chen_hire_delay,stat,,suspicion,add,2,1,
fx_dialogue_choice_dch_dlg_chen_hire_delay_stat_intel_add_2,dialogue_choice,dch_dlg_chen_hire_delay,stat,,intel,add,2,1,
fx_choice_ch_ev_b_d8_corridor_endure_stat_father_son_tension_add_1,choice,ch_ev_b_d8_corridor_endure,stat,,father_son_tension,add,1,1,
fx_choice_ch_ev_b_d8_corridor_endure_relation_zhou_shaoting_player_suspicion_add_2,choice,ch_ev_b_d8_corridor_endure,relation,,zhou_shaoting:player:suspicion,add,2,1,
fx_choice_ch_ev_b_d8_corridor_stare_stat_father_son_tension_add_3,choice,ch_ev_b_d8_corridor_stare,stat,,father_son_tension,add,3,1,
fx_choice_ch_ev_b_d8_corridor_stare_stat_suspicion_add_2,choice,ch_ev_b_d8_corridor_stare,stat,,suspicion,add,2,1,
fx_choice_ch_ev_b_d8_corridor_stare_relation_zhou_shaoting_player_favor_add_-2,choice,ch_ev_b_d8_corridor_stare,relation,,zhou_shaoting:player:favor,add,-2,1,
fx_choice_ch_ev_b_d10_tea_ok_stat_intel_add_4,choice,ch_ev_b_d10_tea_ok,stat,,intel,add,4,1,
fx_choice_ch_ev_b_d10_tea_ok_stat_father_son_tension_add_2,choice,ch_ev_b_d10_tea_ok,stat,,father_son_tension,add,2,1,
fx_choice_ch_ev_b_d10_tea_ask_stat_intel_add_6,choice,ch_ev_b_d10_tea_ask,stat,,intel,add,6,1,
fx_choice_ch_ev_b_d10_tea_ask_stat_suspicion_add_3,choice,ch_ev_b_d10_tea_ask,stat,,suspicion,add,3,1,
fx_choice_ch_ev_b_d13_gift_return_relation_su_qing_player_favor_add_3,choice,ch_ev_b_d13_gift_return,relation,,su_qing:player:favor,add,3,1,
fx_choice_ch_ev_b_d13_gift_return_relation_su_qing_zhou_shaoting_intimacy_add_-2,choice,ch_ev_b_d13_gift_return,relation,,su_qing:zhou_shaoting:intimacy,add,-2,1,
fx_choice_ch_ev_b_d13_gift_return_stat_father_son_tension_add_1,choice,ch_ev_b_d13_gift_return,stat,,father_son_tension,add,1,1,
fx_choice_ch_ev_b_d13_gift_keep_relation_su_qing_player_favor_add_-2,choice,ch_ev_b_d13_gift_keep,relation,,su_qing:player:favor,add,-2,1,
fx_choice_ch_ev_b_d13_gift_keep_stat_intel_add_3,choice,ch_ev_b_d13_gift_keep,stat,,intel,add,3,1,
fx_choice_ch_ev_b_d13_gift_keep_stat_father_son_tension_add_3,choice,ch_ev_b_d13_gift_keep,stat,,father_son_tension,add,3,1,
fx_choice_ch_ev_b_d17_echo_ok_stat_father_son_tension_add_5,choice,ch_ev_b_d17_echo_ok,stat,,father_son_tension,add,5,1,
fx_choice_ch_ev_b_d17_echo_ok_stat_suspicion_add_2,choice,ch_ev_b_d17_echo_ok,stat,,suspicion,add,2,1,
fx_choice_ch_ev_b_d22_rain_love_relation_su_qing_player_favor_add_6,choice,ch_ev_b_d22_rain_love,relation,,su_qing:player:favor,add,6,1,
fx_choice_ch_ev_b_d22_rain_love_relation_su_qing_player_trust_add_4,choice,ch_ev_b_d22_rain_love,relation,,su_qing:player:trust,add,4,1,
fx_choice_ch_ev_b_d22_rain_love_stat_father_son_tension_add_2,choice,ch_ev_b_d22_rain_love,stat,,father_son_tension,add,2,1,
fx_choice_ch_ev_b_d22_rain_truth_relation_su_qing_player_favor_add_-4,choice,ch_ev_b_d22_rain_truth,relation,,su_qing:player:favor,add,-4,1,
fx_choice_ch_ev_b_d22_rain_truth_stat_father_son_tension_add_4,choice,ch_ev_b_d22_rain_truth,stat,,father_son_tension,add,4,1,
fx_choice_ch_ev_b_d22_rain_truth_stat_intel_add_2,choice,ch_ev_b_d22_rain_truth,stat,,intel,add,2,1,
fx_choice_ch_ev_b_d25_mirror_ok_stat_intel_add_2,choice,ch_ev_b_d25_mirror_ok,stat,,intel,add,2,1,
fx_choice_ch_ev_b_d25_mirror_ok_stat_suspicion_add_-1,choice,ch_ev_b_d25_mirror_ok,stat,,suspicion,add,-1,1,
fx_choice_ch_ev_a_d8_smoke_ok_stat_intel_add_3,choice,ch_ev_a_d8_smoke_ok,stat,,intel,add,3,1,
fx_choice_ch_ev_a_d8_smoke_ok_relation_chen_manager_player_favor_add_2,choice,ch_ev_a_d8_smoke_ok,relation,,chen_manager:player:favor,add,2,1,
fx_choice_ch_ev_a_d8_smoke_ok_stat_suspicion_add_2,choice,ch_ev_a_d8_smoke_ok,stat,,suspicion,add,2,1,
fx_choice_ch_ev_a_d10_list_take_stat_network_elite_add_3,choice,ch_ev_a_d10_list_take,stat,,network_elite,add,3,1,
fx_choice_ch_ev_a_d10_list_take_stat_intel_add_3,choice,ch_ev_a_d10_list_take,stat,,intel,add,3,1,
fx_choice_ch_ev_a_d10_list_take_stat_suspicion_add_3,choice,ch_ev_a_d10_list_take,stat,,suspicion,add,3,1,
fx_choice_ch_ev_a_d10_list_delay_relation_chen_manager_player_favor_add_1,choice,ch_ev_a_d10_list_delay,relation,,chen_manager:player:favor,add,1,1,
fx_choice_ch_ev_a_d10_list_delay_stat_suspicion_add_1,choice,ch_ev_a_d10_list_delay,stat,,suspicion,add,1,1,
fx_choice_ch_ev_a_d15_leak_clean_stat_suspicion_add_-3,choice,ch_ev_a_d15_leak_clean,stat,,suspicion,add,-3,1,
fx_choice_ch_ev_a_d15_leak_clean_stat_trust_add_1,choice,ch_ev_a_d15_leak_clean,stat,,trust,add,1,1,
fx_choice_ch_ev_a_d15_leak_ignore_stat_suspicion_add_4,choice,ch_ev_a_d15_leak_ignore,stat,,suspicion,add,4,1,
fx_choice_ch_ev_a_d15_leak_ignore_flag_boss_watching_set_1,choice,ch_ev_a_d15_leak_ignore,flag,,boss_watching,set,1,1,
fx_choice_ch_ev_a_d18_order_yes_stat_intel_add_-4,choice,ch_ev_a_d18_order_yes,stat,,intel,add,-4,1,
fx_choice_ch_ev_a_d18_order_yes_relation_chen_manager_player_trust_add_5,choice,ch_ev_a_d18_order_yes,relation,,chen_manager:player:trust,add,5,1,
fx_choice_ch_ev_a_d18_order_yes_stat_suspicion_add_4,choice,ch_ev_a_d18_order_yes,stat,,suspicion,add,4,1,
fx_choice_ch_ev_a_d18_order_lie_stat_intel_add_-2,choice,ch_ev_a_d18_order_lie,stat,,intel,add,-2,1,
fx_choice_ch_ev_a_d18_order_lie_relation_chen_manager_player_trust_add_-2,choice,ch_ev_a_d18_order_lie,relation,,chen_manager:player:trust,add,-2,1,
fx_choice_ch_ev_a_d18_order_lie_stat_suspicion_add_2,choice,ch_ev_a_d18_order_lie,stat,,suspicion,add,2,1,
fx_choice_ch_ev_a_d23_wall_ok_stat_network_elite_add_4,choice,ch_ev_a_d23_wall_ok,stat,,network_elite,add,4,1,
fx_choice_ch_ev_a_d23_wall_ok_flag_ending_route_a_ready_set_1,choice,ch_ev_a_d23_wall_ok,flag,,ending_route_a_ready,set,1,1,
fx_choice_ch_ev_a_d23_wall_ok_stat_suspicion_add_3,choice,ch_ev_a_d23_wall_ok,stat,,suspicion,add,3,1,
fx_choice_ch_ev_a_d26_forward_relation_chen_manager_player_trust_add_3,choice,ch_ev_a_d26_forward,relation,,chen_manager:player:trust,add,3,1,
fx_choice_ch_ev_a_d26_forward_stat_trust_add_-5,choice,ch_ev_a_d26_forward,stat,,trust,add,-5,1,
fx_choice_ch_ev_a_d26_pause_stat_suspicion_add_2,choice,ch_ev_a_d26_pause,stat,,suspicion,add,2,1,
fx_choice_ch_ev_a_d26_pause_stat_intel_add_2,choice,ch_ev_a_d26_pause,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d8_board_ok_stat_intel_add_3,choice,ch_ev_c_d8_board_ok,stat,,intel,add,3,1,
fx_choice_ch_ev_c_d8_board_ok_stat_network_elite_add_1,choice,ch_ev_c_d8_board_ok,stat,,network_elite,add,1,1,
fx_choice_ch_ev_c_d10_tip_buy_stat_intel_add_2,choice,ch_ev_c_d10_tip_buy,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d10_tip_buy_stat_suspicion_add_2,choice,ch_ev_c_d10_tip_buy,stat,,suspicion,add,2,1,
fx_choice_ch_ev_c_d10_tip_buy_stat_money_add_-5,choice,ch_ev_c_d10_tip_buy,stat,,money,add,-5,1,
fx_choice_ch_ev_c_d10_tip_pass_stat_intel_add_1,choice,ch_ev_c_d10_tip_pass,stat,,intel,add,1,1,
fx_choice_ch_ev_c_d15_margin_add_stat_money_add_-15,choice,ch_ev_c_d15_margin_add,stat,,money,add,-15,1,
fx_choice_ch_ev_c_d15_margin_add_stat_suspicion_add_1,choice,ch_ev_c_d15_margin_add,stat,,suspicion,add,1,1,
fx_choice_ch_ev_c_d15_margin_cut_stat_intel_add_2,choice,ch_ev_c_d15_margin_cut,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d15_margin_cut_stat_position_lots_add_-1,choice,ch_ev_c_d15_margin_cut,stat,,position_lots,add,-1,1,
fx_choice_ch_ev_c_d17_rumor_push_stat_stock_price_add_-2,choice,ch_ev_c_d17_rumor_push,stat,,stock_price,add,-2,1,
fx_choice_ch_ev_c_d17_rumor_push_stat_suspicion_add_4,choice,ch_ev_c_d17_rumor_push,stat,,suspicion,add,4,1,
fx_choice_ch_ev_c_d17_rumor_push_stat_intel_add_-2,choice,ch_ev_c_d17_rumor_push,stat,,intel,add,-2,1,
fx_choice_ch_ev_c_d17_rumor_true_stat_stock_price_add_-1,choice,ch_ev_c_d17_rumor_true,stat,,stock_price,add,-1,1,
fx_choice_ch_ev_c_d17_rumor_true_stat_suspicion_add_2,choice,ch_ev_c_d17_rumor_true,stat,,suspicion,add,2,1,
fx_choice_ch_ev_c_d17_rumor_true_stat_intel_add_-3,choice,ch_ev_c_d17_rumor_true,stat,,intel,add,-3,1,
fx_choice_ch_ev_c_d19_vip_pay_stat_money_add_-20,choice,ch_ev_c_d19_vip_pay,stat,,money,add,-20,1,
fx_choice_ch_ev_c_d19_vip_pay_stat_network_elite_add_4,choice,ch_ev_c_d19_vip_pay,stat,,network_elite,add,4,1,
fx_choice_ch_ev_c_d19_vip_wait_stat_network_elite_add_1,choice,ch_ev_c_d19_vip_wait,stat,,network_elite,add,1,1,
fx_choice_ch_ev_c_d19_vip_wait_stat_intel_add_1,choice,ch_ev_c_d19_vip_wait,stat,,intel,add,1,1,
fx_choice_ch_ev_c_d25_hold_stat_suspicion_add_2,choice,ch_ev_c_d25_hold,stat,,suspicion,add,2,1,
fx_choice_ch_ev_c_d25_hold_stat_intel_add_2,choice,ch_ev_c_d25_hold,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d25_cut_stat_money_add_-10,choice,ch_ev_c_d25_cut,stat,,money,add,-10,1,
fx_choice_ch_ev_c_d25_cut_stat_position_lots_add_-2,choice,ch_ev_c_d25_cut,stat,,position_lots,add,-2,1,
fx_choice_ch_ev_c_d25_cut_stat_suspicion_add_-1,choice,ch_ev_c_d25_cut,stat,,suspicion,add,-1,1,
fx_choice_ch_ev_d4_salary_ok_stat_money_add_5,choice,ch_ev_d4_salary_ok,stat,,money,add,5,1,
fx_choice_ch_ev_d4_salary_ok_stat_network_base_add_1,choice,ch_ev_d4_salary_ok,stat,,network_base,add,1,1,
fx_choice_ch_ev_d16_festival_go_relation_su_qing_player_favor_add_5,choice,ch_ev_d16_festival_go,relation,,su_qing:player:favor,add,5,1,
fx_choice_ch_ev_d16_festival_go_relation_zhou_shaoting_player_suspicion_add_2,choice,ch_ev_d16_festival_go,relation,,zhou_shaoting:player:suspicion,add,2,1,
fx_choice_ch_ev_d16_festival_skip_relation_su_qing_player_favor_add_-2,choice,ch_ev_d16_festival_skip,relation,,su_qing:player:favor,add,-2,1,
fx_choice_ch_ev_d16_festival_skip_stat_suspicion_add_-1,choice,ch_ev_d16_festival_skip,stat,,suspicion,add,-1,1,
fx_choice_ch_ev_d20_storm_ok_stat_suspicion_add_-2,choice,ch_ev_d20_storm_ok,stat,,suspicion,add,-2,1,
fx_choice_ch_ev_d20_storm_ok_stat_intel_add_2,choice,ch_ev_d20_storm_ok,stat,,intel,add,2,1,
fx_choice_ch_ev_flag_su_leak_ok_stat_intel_add_6,choice,ch_ev_flag_su_leak_ok,stat,,intel,add,6,1,
fx_choice_ch_ev_flag_su_leak_ok_stat_father_son_tension_add_2,choice,ch_ev_flag_su_leak_ok,stat,,father_son_tension,add,2,1,
fx_choice_ch_ev_flag_su_leak_ok_stat_suspicion_add_1,choice,ch_ev_flag_su_leak_ok,stat,,suspicion,add,1,1,
fx_choice_ch_ev_flag_su_leak_soft_relation_su_qing_player_favor_add_4,choice,ch_ev_flag_su_leak_soft,relation,,su_qing:player:favor,add,4,1,
fx_choice_ch_ev_flag_su_leak_soft_stat_intel_add_3,choice,ch_ev_flag_su_leak_soft,stat,,intel,add,3,1,
fx_choice_ch_ev_flag_su_gifts_confront_relation_su_qing_player_favor_add_-5,choice,ch_ev_flag_su_gifts_confront,relation,,su_qing:player:favor,add,-5,1,
fx_choice_ch_ev_flag_su_gifts_confront_relation_su_qing_zhou_shaoting_intimacy_add_-3,choice,ch_ev_flag_su_gifts_confront,relation,,su_qing:zhou_shaoting:intimacy,add,-3,1,
fx_choice_ch_ev_flag_su_gifts_confront_stat_father_son_tension_add_3,choice,ch_ev_flag_su_gifts_confront,stat,,father_son_tension,add,3,1,
fx_choice_ch_ev_flag_su_gifts_use_stat_intel_add_4,choice,ch_ev_flag_su_gifts_use,stat,,intel,add,4,1,
fx_choice_ch_ev_flag_su_gifts_use_relation_su_qing_zhou_shaoting_intimacy_add_2,choice,ch_ev_flag_su_gifts_use,relation,,su_qing:zhou_shaoting:intimacy,add,2,1,
fx_choice_ch_ev_flag_su_gifts_use_stat_suspicion_add_2,choice,ch_ev_flag_su_gifts_use,stat,,suspicion,add,2,1,
fx_choice_ch_ev_flag_su_betray_mend_relation_su_qing_player_favor_add_10,choice,ch_ev_flag_su_betray_mend,relation,,su_qing:player:favor,add,10,1,
fx_choice_ch_ev_flag_su_betray_mend_stat_father_son_tension_add_-2,choice,ch_ev_flag_su_betray_mend,stat,,father_son_tension,add,-2,1,
fx_choice_ch_ev_flag_su_betray_mend_stat_money_add_-8,choice,ch_ev_flag_su_betray_mend,stat,,money,add,-8,1,
fx_choice_ch_ev_flag_su_betray_push_relation_su_qing_player_favor_add_-8,choice,ch_ev_flag_su_betray_push,relation,,su_qing:player:favor,add,-8,1,
fx_choice_ch_ev_flag_su_betray_push_stat_father_son_tension_add_6,choice,ch_ev_flag_su_betray_push,stat,,father_son_tension,add,6,1,
fx_choice_ch_ev_flag_su_betray_push_stat_suspicion_add_3,choice,ch_ev_flag_su_betray_push,stat,,suspicion,add,3,1,
fx_choice_ch_ev_flag_son_hostile_bow_stat_suspicion_add_-2,choice,ch_ev_flag_son_hostile_bow,stat,,suspicion,add,-2,1,
fx_choice_ch_ev_flag_son_hostile_bow_stat_trust_add_-2,choice,ch_ev_flag_son_hostile_bow,stat,,trust,add,-2,1,
fx_choice_ch_ev_flag_son_hostile_bow_relation_zhou_shaoting_player_suspicion_add_-3,choice,ch_ev_flag_son_hostile_bow,relation,,zhou_shaoting:player:suspicion,add,-3,1,
fx_choice_ch_ev_flag_son_hostile_needle_stat_father_son_tension_add_4,choice,ch_ev_flag_son_hostile_needle,stat,,father_son_tension,add,4,1,
fx_choice_ch_ev_flag_son_hostile_needle_stat_suspicion_add_4,choice,ch_ev_flag_son_hostile_needle,stat,,suspicion,add,4,1,
fx_choice_ch_ev_flag_son_hostile_needle_relation_zhou_shaoting_player_favor_add_-5,choice,ch_ev_flag_son_hostile_needle,relation,,zhou_shaoting:player:favor,add,-5,1,
fx_dialogue_choice_dch_dlg_ex_buy_small_stat_intel_add_1,dialogue_choice,dch_dlg_ex_buy_small,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_ex_short_hedge_stat_intel_add_1,dialogue_choice,dch_dlg_ex_short_hedge,stat,,intel,add,1,1,
fx_dialogue_choice_dch_dlg_ex_short_hedge_stat_suspicion_add_-1,dialogue_choice,dch_dlg_ex_short_hedge,stat,,suspicion,add,-1,1,
fx_dialogue_choice_dch_dlg_ex_trade_partial_stat_intel_add_1,dialogue_choice,dch_dlg_ex_trade_partial,stat,,intel,add,1,1,
fx_choice_ch_ev_a_d9_dock_ok_stat_suspicion_add_2,choice,ch_ev_a_d9_dock_ok,stat,,suspicion,add,2,1,
fx_choice_ch_ev_a_d9_dock_ok_stat_intel_add_2,choice,ch_ev_a_d9_dock_ok,stat,,intel,add,2,1,
fx_choice_ch_ev_a_d9_dock_feed_stat_intel_add_3,choice,ch_ev_a_d9_dock_feed,stat,,intel,add,3,1,
fx_choice_ch_ev_a_d9_dock_feed_stat_suspicion_add_3,choice,ch_ev_a_d9_dock_feed,stat,,suspicion,add,3,1,
fx_choice_ch_ev_a_d14_tea_hold_relation_chen_manager_player_favor_add_2,choice,ch_ev_a_d14_tea_hold,relation,,chen_manager:player:favor,add,2,1,
fx_choice_ch_ev_a_d14_tea_hold_stat_network_elite_add_1,choice,ch_ev_a_d14_tea_hold,stat,,network_elite,add,1,1,
fx_choice_ch_ev_a_d14_tea_sell_stat_money_add_15,choice,ch_ev_a_d14_tea_sell,stat,,money,add,15,1,
fx_choice_ch_ev_a_d14_tea_sell_stat_intel_add_-6,choice,ch_ev_a_d14_tea_sell,stat,,intel,add,-6,1,
fx_choice_ch_ev_a_d14_tea_sell_relation_chen_manager_player_trust_add_4,choice,ch_ev_a_d14_tea_sell,relation,,chen_manager:player:trust,add,4,1,
fx_choice_ch_ev_a_d14_tea_sell_flag_flag_sold_intel_set_1,choice,ch_ev_a_d14_tea_sell,flag,,flag_sold_intel,set,1,1,
fx_choice_ch_ev_a_d14_tea_sell_stat_suspicion_add_4,choice,ch_ev_a_d14_tea_sell,stat,,suspicion,add,4,1,
fx_choice_ch_ev_a_d17_shadow_hide_stat_suspicion_add_-2,choice,ch_ev_a_d17_shadow_hide,stat,,suspicion,add,-2,1,
fx_choice_ch_ev_a_d17_shadow_hide_stat_intel_add_1,choice,ch_ev_a_d17_shadow_hide,stat,,intel,add,1,1,
fx_choice_ch_ev_a_d17_shadow_risk_stat_intel_add_4,choice,ch_ev_a_d17_shadow_risk,stat,,intel,add,4,1,
fx_choice_ch_ev_a_d17_shadow_risk_stat_suspicion_add_4,choice,ch_ev_a_d17_shadow_risk,stat,,suspicion,add,4,1,
fx_choice_ch_ev_a_d17_shadow_risk_flag_boss_watching_set_1,choice,ch_ev_a_d17_shadow_risk,flag,,boss_watching,set,1,1,
fx_choice_ch_ev_a_d21_packet_go_stat_intel_add_5,choice,ch_ev_a_d21_packet_go,stat,,intel,add,5,1,
fx_choice_ch_ev_a_d21_packet_go_stat_suspicion_add_3,choice,ch_ev_a_d21_packet_go,stat,,suspicion,add,3,1,
fx_choice_ch_ev_a_d21_packet_go_relation_chen_manager_player_trust_add_2,choice,ch_ev_a_d21_packet_go,relation,,chen_manager:player:trust,add,2,1,
fx_choice_ch_ev_a_d21_packet_burn_stat_suspicion_add_-2,choice,ch_ev_a_d21_packet_burn,stat,,suspicion,add,-2,1,
fx_choice_ch_ev_a_d21_packet_burn_relation_chen_manager_player_favor_add_-2,choice,ch_ev_a_d21_packet_burn,relation,,chen_manager:player:favor,add,-2,1,
fx_choice_ch_ev_a_d24_cover_take_stat_suspicion_add_-3,choice,ch_ev_a_d24_cover_take,stat,,suspicion,add,-3,1,
fx_choice_ch_ev_a_d24_cover_take_stat_intel_add_2,choice,ch_ev_a_d24_cover_take,stat,,intel,add,2,1,
fx_choice_ch_ev_a_d24_cover_refuse_stat_trust_add_2,choice,ch_ev_a_d24_cover_refuse,stat,,trust,add,2,1,
fx_choice_ch_ev_a_d24_cover_refuse_stat_suspicion_add_2,choice,ch_ev_a_d24_cover_refuse,stat,,suspicion,add,2,1,
fx_choice_ch_ev_a_d28_ready_ok_flag_ending_route_a_ready_set_1,choice,ch_ev_a_d28_ready_ok,flag,,ending_route_a_ready,set,1,1,
fx_choice_ch_ev_a_d28_ready_ok_stat_intel_add_-5,choice,ch_ev_a_d28_ready_ok,stat,,intel,add,-5,1,
fx_choice_ch_ev_a_d28_ready_ok_stat_suspicion_add_3,choice,ch_ev_a_d28_ready_ok,stat,,suspicion,add,3,1,
fx_choice_ch_ev_a_d28_ready_wait_stat_intel_add_2,choice,ch_ev_a_d28_ready_wait,stat,,intel,add,2,1,
fx_choice_ch_ev_a_d30_hook_ok_stat_intel_add_2,choice,ch_ev_a_d30_hook_ok,stat,,intel,add,2,1,
fx_choice_ch_ev_a_d30_hook_ok_stat_network_elite_add_1,choice,ch_ev_a_d30_hook_ok,stat,,network_elite,add,1,1,
fx_choice_ch_ev_c_d9_ledger_ride_stat_intel_add_3,choice,ch_ev_c_d9_ledger_ride,stat,,intel,add,3,1,
fx_choice_ch_ev_c_d9_ledger_ride_stat_stock_price_add_-1,choice,ch_ev_c_d9_ledger_ride,stat,,stock_price,add,-1,1,
fx_choice_ch_ev_c_d9_ledger_ride_stat_suspicion_add_2,choice,ch_ev_c_d9_ledger_ride,stat,,suspicion,add,2,1,
fx_choice_ch_ev_c_d9_ledger_wait_stat_intel_add_2,choice,ch_ev_c_d9_ledger_wait,stat,,intel,add,2,1,
fx_choice_ch_ev_c_d12_open_ok_stat_network_elite_add_1,choice,ch_ev_c_d12_open_ok,stat,,network_elite,add,1,1,
fx_choice_ch_ev_c_d12_open_ok_stat_intel_add_1,choice,ch_ev_c_d12_open_ok,stat,,intel,add,1,1,
